airline,month,day_of_the_week,source,source_busy,destination,destination_busy,dep_timeZone,arrival_timeZone,duration,total_stops,busy_Intermediate,price
Air India,May,Saturday,Delhi,1,Cochin,1,evening,evening,1410,2,1,10651.0
Air India,May,Saturday,Delhi,1,Cochin,1,morning,night,795,1,1,8907.0
Air India,May,Saturday,Delhi,1,Cochin,1,evening,morning,875,1,1,8361.0
Air India,May,Saturday,Delhi,1,Cochin,1,evening,night,320,1,1,8277.0
Air India,May,Saturday,Delhi,1,Cochin,1,evening,night,1590,1,1,8907.0
Air India,May,Saturday,Delhi,1,Cochin,1,night,evening,925,1,1,8879.0
Air India,May,Saturday,Delhi,1,Cochin,1,morning,evening,675,1,1,8879.0
Air India,May,Saturday,Delhi,1,Cochin,1,morning,early morning,1360,1,1,8372.0
Air India,May,Saturday,Delhi,1,Cochin,1,morning,early morning,1300,1,1,8372.0
Air India,May,Saturday,Delhi,1,Cochin,1,morning,evening,555,1,1,8879.0
Air India,May,Saturday,Delhi,1,Cochin,1,afternoon,evening,375,1,1,10191.0
Air India,May,Saturday,Delhi,1,Cochin,1,night,early morning,640,1,1,8372.0
Air India,May,Saturday,Delhi,1,Cochin,1,night,early morning,520,1,1,8372.0
Air India,May,Saturday,Delhi,1,Cochin,1,early morning,early morning,1490,2,1,13591.0
Air India,May,Saturday,Delhi,1,Cochin,1,evening,evening,1380,2,1,13591.0
Air India,May,Saturday,Delhi,1,Cochin,1,night,morning,170,0,0,6934.0
Air India,May,Saturday,Delhi,1,Cochin,1,afternoon,evening,180,0,0,6934.0
Air India,May,Saturday,Delhi,1,Cochin,1,morning,early morning,1245,2,1,13486.0
Air India,May,Saturday,Delhi,1,Cochin,1,morning,evening,500,2,1,13486.0
Air India,May,Saturday,Delhi,1,Cochin,1,night,evening,1275,2,1,10441.0
Air India,May,Saturday,Delhi,1,Cochin,1,night,evening,1275,2,1,11228.0
Air India,May,Saturday,Delhi,1,Cochin,1,evening,early morning,865,2,1,12199.0
Air India,May,Saturday,Delhi,1,Cochin,1,evening,evening,1560,2,1,12392.0
Air India,May,Saturday,Delhi,1,Cochin,1,evening,evening,1560,2,1,12409.0
Air India,May,Saturday,Delhi,1,Cochin,1,early morning,morning,1580,2,0,10975.0
Air India,May,Saturday,Delhi,1,Cochin,1,morning,morning,1420,2,0,10975.0
Air India,May,Saturday,Delhi,1,Cochin,1,afternoon,morning,1210,2,0,11307.0
Air India,May,Saturday,Delhi,1,Cochin,1,afternoon,early morning,1180,2,1,8603.0
Air India,May,Saturday,Delhi,1,Cochin,1,evening,evening,1470,2,1,12940.0
Air India,May,Saturday,Delhi,1,Cochin,1,afternoon,evening,1820,2,1,13696.0
Air India,May,Saturday,Delhi,1,Cochin,1,early morning,morning,1640,1,0,7480.0
Air India,May,Saturday,Delhi,1,Cochin,1,morning,morning,1420,1,0,8372.0
Air India,May,Saturday,Delhi,1,Cochin,1,afternoon,morning,1255,1,0,7480.0
Air India,May,Saturday,Delhi,1,Cochin,1,evening,morning,965,1,0,7690.0
Air India,May,Saturday,Delhi,1,Cochin,1,evening,morning,765,1,0,7480.0
Air India,May,Saturday,Delhi,1,Cochin,1,night,evening,2280,3,1,10703.0
Air India,May,Saturday,Delhi,1,Cochin,1,afternoon,early morning,1100,2,1,13801.0
Air India,May,Saturday,Kolkata,1,Banglore,1,afternoon,afternoon,1515,1,0,7662.0
Air India,May,Saturday,Kolkata,1,Banglore,1,afternoon,morning,1390,2,1,10676.0
Air India,May,Saturday,Kolkata,1,Banglore,1,afternoon,evening,1830,2,1,10361.0
Air India,May,Saturday,Kolkata,1,Banglore,1,afternoon,night,590,2,1,10151.0
Air India,May,Saturday,Kolkata,1,Banglore,1,afternoon,afternoon,150,0,0,6245.0
Air India,May,Saturday,Kolkata,1,Banglore,1,evening,night,155,0,0,4880.0
Air India,May,Saturday,Kolkata,1,Banglore,1,morning,early morning,1350,1,1,8366.0
Air India,May,Saturday,Kolkata,1,Banglore,1,morning,evening,545,1,1,8576.0
Air India,May,Saturday,Kolkata,1,Banglore,1,morning,night,745,1,1,8366.0
Air India,May,Saturday,Kolkata,1,Banglore,1,morning,night,955,2,1,11668.0
Air India,May,Saturday,Kolkata,1,Banglore,1,morning,afternoon,1700,2,1,13222.0
Air India,May,Saturday,Kolkata,1,Banglore,1,afternoon,afternoon,1255,2,1,13432.0
Air India,May,Saturday,Kolkata,1,Banglore,1,afternoon,night,765,2,1,11642.0
Air India,May,Saturday,Kolkata,1,Banglore,1,morning,evening,1915,2,1,13616.0
Air India,May,Saturday,Kolkata,1,Banglore,1,morning,evening,535,2,1,8366.0
Air India,May,Saturday,Kolkata,1,Banglore,1,morning,night,1165,2,1,14109.0
Air India,May,Saturday,Kolkata,1,Banglore,1,early morning,evening,805,1,1,11306.0
Air India,May,Saturday,Kolkata,1,Banglore,1,evening,evening,1615,1,1,10623.0
Air India,May,Saturday,Kolkata,1,Banglore,1,early morning,night,1100,2,1,13243.0
Air India,May,Saturday,Kolkata,1,Banglore,1,early morning,night,1100,2,1,13873.0
Air India,May,Saturday,Kolkata,1,Banglore,1,morning,night,920,2,1,13243.0
Air India,May,Saturday,Kolkata,1,Banglore,1,afternoon,night,1700,1,0,7872.0
Air India,May,Saturday,Kolkata,1,Banglore,1,morning,night,805,2,1,15957.0
Air India,May,Saturday,Kolkata,1,Banglore,1,afternoon,afternoon,1185,2,1,15170.0
Air India,May,Saturday,Kolkata,1,Banglore,1,evening,morning,965,1,0,6327.0
Air India,May,Saturday,Kolkata,1,Banglore,1,night,morning,1625,2,1,12723.0
Air India,May,Saturday,Kolkata,1,Banglore,1,night,afternoon,1840,2,1,12723.0
Air India,May,Saturday,Kolkata,1,Banglore,1,night,evening,875,2,1,12093.0
Air India,May,Saturday,Kolkata,1,Banglore,1,morning,early morning,1415,2,1,10697.0
Air India,May,Saturday,Kolkata,1,Banglore,1,morning,morning,1610,2,1,11222.0
Air India,May,Saturday,Kolkata,1,Banglore,1,morning,evening,610,2,1,10907.0
Air India,May,Saturday,Kolkata,1,Banglore,1,morning,night,810,2,1,10697.0
Air India,May,Saturday,Kolkata,1,Banglore,1,morning,evening,725,2,1,12534.0
Air India,May,Saturday,Kolkata,1,Banglore,1,afternoon,afternoon,1440,1,0,6528.0
Air India,May,Saturday,Mumbai,1,Hyderabad,0,early morning,early morning,80,0,0,3100.0
Air India,May,Saturday,Mumbai,1,Hyderabad,0,afternoon,afternoon,90,0,0,3100.0
Air India,June,Tuesday,Banglore,1,Delhi,1,night,morning,180,0,0,6961.0
Air India,June,Tuesday,Banglore,1,Delhi,1,morning,afternoon,165,0,0,6961.0
Air India,June,Tuesday,Banglore,1,Delhi,1,evening,evening,170,0,0,6961.0
Air India,June,Tuesday,Banglore,1,Delhi,1,night,night,170,0,0,5228.0
Air India,June,Tuesday,Delhi,1,Cochin,1,night,morning,170,0,0,5201.0
Air India,June,Tuesday,Delhi,1,Cochin,1,afternoon,evening,230,0,0,5201.0
Air India,June,Tuesday,Delhi,1,Cochin,1,evening,night,185,0,0,5201.0
Air India,June,Tuesday,Kolkata,1,Banglore,1,afternoon,afternoon,150,0,0,5510.0
Air India,June,Tuesday,Mumbai,1,Hyderabad,0,early morning,early morning,80,0,0,3100.0
Air India,June,Tuesday,Mumbai,1,Hyderabad,0,afternoon,afternoon,90,0,0,3100.0
Air India,June,Tuesday,Mumbai,1,Hyderabad,0,afternoon,afternoon,85,0,0,3100.0
Air India,June,Tuesday,Mumbai,1,Hyderabad,0,evening,evening,75,0,0,3100.0
Air India,March,Thursday,Banglore,1,New Delhi,1,morning,night,865,1,1,6824.0
Air India,March,Thursday,Banglore,1,New Delhi,1,night,afternoon,630,2,1,7664.0
Air India,March,Thursday,Banglore,1,New Delhi,1,early morning,night,985,1,1,6987.0
Air India,March,Thursday,Banglore,1,New Delhi,1,night,morning,770,1,1,6955.0
Air India,March,Thursday,Banglore,1,New Delhi,1,night,afternoon,920,1,1,6955.0
Air India,March,Thursday,Banglore,1,New Delhi,1,night,night,1520,1,1,6010.0
Air India,March,Thursday,Banglore,1,New Delhi,1,morning,morning,1475,1,0,4943.0
Air India,March,Thursday,Banglore,1,New Delhi,1,morning,evening,615,1,0,4943.0
Air India,March,Thursday,Banglore,1,New Delhi,1,morning,night,895,1,0,4943.0
Air India,March,Thursday,Banglore,1,New Delhi,1,morning,morning,1625,2,0,7642.0
Air India,March,Thursday,Banglore,1,New Delhi,1,morning,morning,1265,1,0,5092.0
Air India,March,Thursday,Banglore,1,New Delhi,1,morning,afternoon,1510,1,0,5092.0
Air India,March,Thursday,Banglore,1,New Delhi,1,morning,evening,480,1,0,5932.0
Air India,March,Thursday,Banglore,1,New Delhi,1,morning,night,725,1,0,5092.0
Air India,March,Thursday,Banglore,1,New Delhi,1,morning,morning,1490,1,0,6383.0
Air India,March,Thursday,Banglore,1,New Delhi,1,morning,night,745,1,0,6383.0
Air India,March,Thursday,Chennai,0,Kolkata,1,morning,afternoon,135,0,0,3670.0
Air India,March,Thursday,Delhi,1,Cochin,1,afternoon,evening,1595,2,1,8236.0
Air India,March,Thursday,Delhi,1,Cochin,1,evening,evening,1410,2,1,8236.0
Air India,March,Thursday,Delhi,1,Cochin,1,early morning,night,1010,1,1,5704.0
Air India,March,Thursday,Delhi,1,Cochin,1,morning,night,795,1,1,5704.0
Air India,March,Thursday,Delhi,1,Cochin,1,afternoon,night,570,1,1,5704.0
Air India,March,Thursday,Delhi,1,Cochin,1,evening,night,315,1,1,5704.0
Air India,March,Thursday,Delhi,1,Cochin,1,evening,night,1590,1,1,5704.0
Air India,March,Thursday,Delhi,1,Cochin,1,early morning,evening,735,1,1,7934.0
Air India,March,Thursday,Delhi,1,Cochin,1,morning,evening,675,1,1,7199.0
Air India,March,Thursday,Delhi,1,Cochin,1,morning,evening,615,1,1,6902.0
Air India,March,Thursday,Delhi,1,Cochin,1,morning,evening,555,1,1,7934.0
Air India,March,Thursday,Delhi,1,Cochin,1,afternoon,evening,375,1,1,7934.0
Air India,March,Thursday,Delhi,1,Cochin,1,evening,evening,1455,1,1,6587.0
Air India,March,Thursday,Delhi,1,Cochin,1,night,early morning,640,1,1,6902.0
Air India,March,Thursday,Delhi,1,Cochin,1,night,evening,1335,1,1,6587.0
Air India,March,Thursday,Delhi,1,Cochin,1,night,evening,1215,1,1,6745.0
Air India,March,Thursday,Delhi,1,Cochin,1,early morning,early morning,1490,2,1,11071.0
Air India,March,Thursday,Delhi,1,Cochin,1,early morning,evening,2185,2,1,10756.0
Air India,March,Thursday,Delhi,1,Cochin,1,night,morning,170,0,0,5674.0
Air India,March,Thursday,Delhi,1,Cochin,1,afternoon,evening,180,0,0,5674.0
Air India,March,Thursday,Delhi,1,Cochin,1,evening,night,185,0,0,5674.0
Air India,March,Thursday,Delhi,1,Cochin,1,evening,early morning,865,2,1,8052.0
Air India,March,Thursday,Delhi,1,Cochin,1,evening,evening,1560,2,1,8245.0
Air India,March,Thursday,Delhi,1,Cochin,1,evening,evening,1560,2,1,8770.0
Air India,March,Thursday,Delhi,1,Cochin,1,early morning,morning,1580,2,0,7615.0
Air India,March,Thursday,Delhi,1,Cochin,1,morning,morning,1420,2,0,8140.0
Air India,March,Thursday,Delhi,1,Cochin,1,afternoon,morning,1210,2,0,7107.0
Air India,March,Thursday,Delhi,1,Cochin,1,afternoon,early morning,1180,2,1,9706.0
Air India,March,Thursday,Delhi,1,Cochin,1,afternoon,evening,1820,2,1,11228.0
Air India,March,Thursday,Delhi,1,Cochin,1,afternoon,evening,1855,2,1,10703.0
Air India,March,Thursday,Delhi,1,Cochin,1,evening,evening,1485,2,1,10703.0
Air India,March,Thursday,Delhi,1,Cochin,1,early morning,morning,1640,1,0,7532.0
Air India,March,Thursday,Delhi,1,Cochin,1,morning,morning,1420,1,0,7532.0
Air India,March,Thursday,Delhi,1,Cochin,1,afternoon,morning,1255,1,0,6482.0
Air India,March,Thursday,Delhi,1,Cochin,1,evening,morning,965,1,0,6482.0
Air India,March,Thursday,Delhi,1,Cochin,1,evening,morning,765,1,0,5642.0
Air India,March,Thursday,Delhi,1,Cochin,1,night,evening,2280,3,1,9128.0
Air India,March,Thursday,Delhi,1,Cochin,1,afternoon,evening,1795,2,1,8708.0
Air India,March,Thursday,Kolkata,1,Banglore,1,afternoon,afternoon,150,0,0,5170.0
Air India,March,Thursday,Kolkata,1,Banglore,1,evening,night,155,0,0,4435.0
Air India,March,Thursday,Mumbai,1,Hyderabad,0,early morning,early morning,80,0,0,3100.0
Air India,March,Thursday,Mumbai,1,Hyderabad,0,afternoon,afternoon,90,0,0,3100.0
Air India,March,Thursday,Mumbai,1,Hyderabad,0,evening,evening,75,0,0,2575.0
Air India,March,Thursday,Mumbai,1,Hyderabad,0,night,night,80,0,0,2050.0
Air India,April,Sunday,Banglore,1,Delhi,1,early morning,morning,165,0,0,6121.0
Air India,April,Sunday,Banglore,1,Delhi,1,morning,afternoon,165,0,0,5228.0
Air India,April,Sunday,Banglore,1,Delhi,1,afternoon,afternoon,170,0,0,6121.0
Air India,April,Sunday,Banglore,1,Delhi,1,evening,evening,165,0,0,5438.0
Air India,April,Sunday,Banglore,1,Delhi,1,night,night,170,0,0,5228.0
Air India,April,Sunday,Delhi,1,Cochin,1,early morning,night,1010,1,1,7174.0
Air India,April,Sunday,Delhi,1,Cochin,1,evening,morning,705,1,1,7258.0
Air India,April,Sunday,Delhi,1,Cochin,1,evening,night,1590,1,1,7174.0
Air India,April,Sunday,Delhi,1,Cochin,1,night,morning,170,0,0,6094.0
Air India,April,Sunday,Delhi,1,Cochin,1,afternoon,evening,180,0,0,6934.0
Air India,April,Sunday,Kolkata,1,Banglore,1,afternoon,afternoon,150,0,0,6245.0
Air India,April,Sunday,Kolkata,1,Banglore,1,evening,night,155,0,0,4880.0
Air India,May,Tuesday,Banglore,1,Delhi,1,night,morning,180,0,0,6961.0
Air India,May,Tuesday,Banglore,1,Delhi,1,morning,afternoon,165,0,0,6961.0
Air India,May,Tuesday,Banglore,1,Delhi,1,evening,evening,170,0,0,6961.0
Air India,May,Tuesday,Banglore,1,Delhi,1,night,night,170,0,0,5228.0
Air India,May,Tuesday,Chennai,0,Kolkata,1,morning,afternoon,135,0,0,4667.0
Air India,May,Tuesday,Delhi,1,Cochin,1,night,early morning,1600,2,1,11806.0
Air India,May,Tuesday,Delhi,1,Cochin,1,night,evening,2295,2,1,9968.0
Air India,May,Tuesday,Delhi,1,Cochin,1,evening,evening,1410,2,1,9443.0
Air India,May,Tuesday,Delhi,1,Cochin,1,night,early morning,1545,2,1,11911.0
Air India,May,Tuesday,Delhi,1,Cochin,1,night,evening,800,2,1,10861.0
Air India,May,Tuesday,Delhi,1,Cochin,1,evening,evening,1395,2,1,10861.0
Air India,May,Tuesday,Delhi,1,Cochin,1,morning,night,810,1,1,8907.0
Air India,May,Tuesday,Delhi,1,Cochin,1,evening,morning,875,1,1,8151.0
Air India,May,Tuesday,Delhi,1,Cochin,1,evening,night,320,1,1,8067.0
Air India,May,Tuesday,Delhi,1,Cochin,1,morning,evening,675,1,1,8372.0
Air India,May,Tuesday,Delhi,1,Cochin,1,morning,evening,615,1,1,8372.0
Air India,May,Tuesday,Delhi,1,Cochin,1,morning,evening,555,1,1,8372.0
Air India,May,Tuesday,Delhi,1,Cochin,1,afternoon,evening,375,1,1,8372.0
Air India,May,Tuesday,Delhi,1,Cochin,1,evening,evening,1380,2,1,13381.0
Air India,May,Tuesday,Delhi,1,Cochin,1,night,morning,170,0,0,6094.0
Air India,May,Tuesday,Delhi,1,Cochin,1,afternoon,evening,230,0,0,6094.0
Air India,May,Tuesday,Delhi,1,Cochin,1,evening,night,185,0,0,6094.0
Air India,May,Tuesday,Delhi,1,Cochin,1,morning,evening,500,2,1,13276.0
Air India,May,Tuesday,Delhi,1,Cochin,1,night,evening,1275,2,1,10231.0
Air India,May,Tuesday,Delhi,1,Cochin,1,evening,early morning,865,2,1,13039.0
Air India,May,Tuesday,Delhi,1,Cochin,1,evening,evening,1560,2,1,11972.0
Air India,May,Tuesday,Delhi,1,Cochin,1,evening,evening,1560,2,1,11989.0
Air India,May,Tuesday,Delhi,1,Cochin,1,early morning,morning,1580,2,0,10975.0
Air India,May,Tuesday,Delhi,1,Cochin,1,morning,morning,1420,2,0,10975.0
Air India,May,Tuesday,Delhi,1,Cochin,1,afternoon,morning,1220,2,0,10467.0
Air India,May,Tuesday,Delhi,1,Cochin,1,afternoon,early morning,1180,2,1,9653.0
Air India,May,Tuesday,Delhi,1,Cochin,1,evening,evening,1470,2,1,12257.0
Air India,May,Tuesday,Delhi,1,Cochin,1,early morning,morning,1640,1,0,7480.0
Air India,May,Tuesday,Delhi,1,Cochin,1,afternoon,morning,1255,1,0,7480.0
Air India,May,Tuesday,Delhi,1,Cochin,1,evening,morning,965,1,0,7480.0
Air India,May,Tuesday,Delhi,1,Cochin,1,evening,morning,765,1,0,7480.0
Air India,May,Tuesday,Delhi,1,Cochin,1,night,early morning,1545,2,1,11543.0
Air India,May,Tuesday,Delhi,1,Cochin,1,night,evening,2240,2,1,10493.0
Air India,May,Tuesday,Delhi,1,Cochin,1,night,early morning,1535,1,0,7480.0
Air India,May,Tuesday,Delhi,1,Cochin,1,afternoon,early morning,1100,2,1,13538.0
Air India,May,Tuesday,Delhi,1,Cochin,1,afternoon,evening,1795,2,1,13276.0
Air India,May,Tuesday,Kolkata,1,Banglore,1,afternoon,afternoon,1515,1,0,7662.0
Air India,May,Tuesday,Kolkata,1,Banglore,1,afternoon,early morning,1195,2,1,10676.0
Air India,May,Tuesday,Kolkata,1,Banglore,1,afternoon,morning,1390,2,1,10676.0
Air India,May,Tuesday,Kolkata,1,Banglore,1,afternoon,evening,1830,2,1,10151.0
Air India,May,Tuesday,Kolkata,1,Banglore,1,afternoon,night,590,2,1,10151.0
Air India,May,Tuesday,Kolkata,1,Banglore,1,afternoon,afternoon,150,0,0,5510.0
Air India,May,Tuesday,Kolkata,1,Banglore,1,evening,night,155,0,0,4145.0
Air India,May,Tuesday,Kolkata,1,Banglore,1,morning,night,1200,2,1,14687.0
Air India,May,Tuesday,Kolkata,1,Banglore,1,morning,early morning,1350,1,1,8891.0
Air India,May,Tuesday,Kolkata,1,Banglore,1,morning,evening,545,1,1,8366.0
Air India,May,Tuesday,Kolkata,1,Banglore,1,morning,night,745,1,1,8366.0
Air India,May,Tuesday,Kolkata,1,Banglore,1,morning,afternoon,1700,2,1,11542.0
Air India,May,Tuesday,Kolkata,1,Banglore,1,afternoon,afternoon,1255,2,1,13484.0
Air India,May,Tuesday,Kolkata,1,Banglore,1,morning,night,1210,2,1,11432.0
Air India,May,Tuesday,Kolkata,1,Banglore,1,afternoon,night,765,2,1,12324.0
Air India,May,Tuesday,Kolkata,1,Banglore,1,morning,night,1165,2,1,13899.0
Air India,May,Tuesday,Kolkata,1,Banglore,1,early morning,evening,805,1,1,11096.0
Air India,May,Tuesday,Kolkata,1,Banglore,1,morning,evening,625,1,1,11096.0
Air India,May,Tuesday,Kolkata,1,Banglore,1,morning,night,795,1,1,11936.0
Air India,May,Tuesday,Kolkata,1,Banglore,1,evening,morning,925,1,1,11936.0
Air India,May,Tuesday,Kolkata,1,Banglore,1,morning,night,920,2,1,13033.0
Air India,May,Tuesday,Kolkata,1,Banglore,1,morning,morning,1385,2,1,14960.0
Air India,May,Tuesday,Kolkata,1,Banglore,1,afternoon,morning,970,2,1,14960.0
Air India,May,Tuesday,Kolkata,1,Banglore,1,morning,night,805,3,1,14960.0
Air India,May,Tuesday,Kolkata,1,Banglore,1,evening,morning,965,1,0,6117.0
Air India,May,Tuesday,Kolkata,1,Banglore,1,night,evening,875,2,1,12303.0
Air India,May,Tuesday,Kolkata,1,Banglore,1,night,night,1045,2,1,13143.0
Air India,May,Tuesday,Kolkata,1,Banglore,1,morning,early morning,1415,2,1,11222.0
Air India,May,Tuesday,Kolkata,1,Banglore,1,morning,morning,1610,2,1,11222.0
Air India,May,Tuesday,Kolkata,1,Banglore,1,morning,evening,610,2,1,10697.0
Air India,May,Tuesday,Kolkata,1,Banglore,1,morning,night,810,2,1,10697.0
Air India,May,Tuesday,Kolkata,1,Banglore,1,morning,evening,725,2,1,12324.0
Air India,May,Tuesday,Kolkata,1,Banglore,1,morning,night,895,2,1,13164.0
Air India,May,Tuesday,Kolkata,1,Banglore,1,afternoon,afternoon,1440,1,0,6528.0
Air India,May,Tuesday,Kolkata,1,Banglore,1,afternoon,morning,1105,2,1,15107.0
Air India,May,Tuesday,Kolkata,1,Banglore,1,afternoon,afternoon,1320,2,1,15107.0
Air India,May,Tuesday,Kolkata,1,Banglore,1,afternoon,night,525,2,1,15107.0
Air India,May,Tuesday,Mumbai,1,Hyderabad,0,afternoon,afternoon,85,0,0,3100.0
Air India,May,Tuesday,Mumbai,1,Hyderabad,0,evening,evening,75,0,0,3100.0
Air India,May,Tuesday,Mumbai,1,Hyderabad,0,night,night,80,0,0,3100.0
Air India,June,Friday,Banglore,1,Delhi,1,early morning,morning,165,0,0,6961.0
Air India,June,Friday,Banglore,1,Delhi,1,morning,afternoon,165,0,0,6961.0
Air India,June,Friday,Banglore,1,Delhi,1,afternoon,afternoon,170,0,0,6961.0
Air India,June,Friday,Banglore,1,Delhi,1,evening,evening,165,0,0,7171.0
Air India,June,Friday,Banglore,1,Delhi,1,night,night,170,0,0,5228.0
Air India,June,Friday,Chennai,0,Kolkata,1,morning,afternoon,135,0,0,4667.0
Air India,June,Friday,Delhi,1,Cochin,1,night,morning,170,0,0,5201.0
Air India,June,Friday,Delhi,1,Cochin,1,afternoon,evening,180,0,0,5201.0
Air India,June,Friday,Delhi,1,Cochin,1,evening,night,185,0,0,5411.0
Air India,June,Friday,Kolkata,1,Banglore,1,afternoon,afternoon,150,0,0,5510.0
Air India,June,Friday,Mumbai,1,Hyderabad,0,early morning,early morning,80,0,0,3100.0
Air India,June,Friday,Mumbai,1,Hyderabad,0,afternoon,afternoon,90,0,0,3100.0
Air India,June,Friday,Mumbai,1,Hyderabad,0,afternoon,afternoon,85,0,0,3100.0
Air India,June,Friday,Mumbai,1,Hyderabad,0,night,night,80,0,0,3100.0
Air India,March,Sunday,Banglore,1,New Delhi,1,early morning,afternoon,385,1,1,7932.0
Air India,March,Sunday,Banglore,1,New Delhi,1,early morning,morning,165,0,0,3758.0
Air India,March,Sunday,Banglore,1,New Delhi,1,early morning,morning,165,0,0,4441.0
Air India,March,Sunday,Banglore,1,New Delhi,1,morning,afternoon,165,0,0,4441.0
Air India,March,Sunday,Banglore,1,New Delhi,1,morning,afternoon,165,0,0,7276.0
Air India,March,Sunday,Banglore,1,New Delhi,1,afternoon,afternoon,170,0,0,4441.0
Air India,March,Sunday,Banglore,1,New Delhi,1,afternoon,afternoon,170,0,0,7276.0
Air India,March,Sunday,Banglore,1,New Delhi,1,evening,evening,165,0,0,5176.0
Air India,March,Sunday,Banglore,1,New Delhi,1,evening,evening,165,0,0,7486.0
Air India,March,Sunday,Banglore,1,New Delhi,1,night,night,170,0,0,4441.0
Air India,March,Sunday,Banglore,1,New Delhi,1,night,night,165,0,0,4441.0
Air India,March,Sunday,Banglore,1,New Delhi,1,evening,night,1795,2,0,8114.0
Air India,March,Sunday,Chennai,0,Kolkata,1,morning,afternoon,135,0,0,4405.0
Air India,March,Sunday,Delhi,1,Cochin,1,night,early morning,1660,1,1,8635.0
Air India,March,Sunday,Kolkata,1,Banglore,1,morning,afternoon,270,1,0,8026.0
Air India,March,Sunday,Kolkata,1,Banglore,1,afternoon,afternoon,1540,1,0,7742.0
Air India,March,Sunday,Kolkata,1,Banglore,1,morning,early morning,1365,2,1,15187.0
Air India,March,Sunday,Kolkata,1,Banglore,1,morning,morning,1560,2,1,15187.0
Air India,March,Sunday,Kolkata,1,Banglore,1,morning,night,760,2,1,15187.0
Air India,March,Sunday,Kolkata,1,Banglore,1,afternoon,night,2115,3,1,14221.0
Air India,March,Sunday,Kolkata,1,Banglore,1,evening,night,155,0,0,31945.0
Air India,March,Sunday,Kolkata,1,Banglore,1,morning,evening,545,1,1,10493.0
Air India,March,Sunday,Kolkata,1,Banglore,1,afternoon,evening,1540,1,1,14641.0
Air India,March,Sunday,Kolkata,1,Banglore,1,morning,night,955,2,1,11853.0
Air India,March,Sunday,Kolkata,1,Banglore,1,morning,night,1210,2,1,11774.0
Air India,March,Sunday,Kolkata,1,Banglore,1,morning,night,1210,2,1,12352.0
Air India,March,Sunday,Kolkata,1,Banglore,1,morning,night,1210,2,1,13349.0
Air India,March,Sunday,Kolkata,1,Banglore,1,early morning,morning,1555,1,1,12173.0
Air India,March,Sunday,Kolkata,1,Banglore,1,evening,morning,745,1,1,12173.0
Air India,March,Sunday,Kolkata,1,Banglore,1,evening,afternoon,960,1,1,12173.0
Air India,March,Sunday,Kolkata,1,Banglore,1,evening,afternoon,1185,1,1,12173.0
Air India,March,Sunday,Kolkata,1,Banglore,1,evening,evening,1435,1,1,12173.0
Air India,March,Sunday,Kolkata,1,Banglore,1,evening,night,1605,1,1,10808.0
Air India,March,Sunday,Kolkata,1,Banglore,1,early morning,night,1100,2,1,13428.0
Air India,March,Sunday,Kolkata,1,Banglore,1,early morning,afternoon,1845,2,1,12829.0
Air India,March,Sunday,Kolkata,1,Banglore,1,early morning,morning,1620,2,1,11491.0
Air India,March,Sunday,Kolkata,1,Banglore,1,morning,night,675,1,0,7795.0
Air India,March,Sunday,Kolkata,1,Banglore,1,afternoon,night,1700,1,0,6535.0
Air India,March,Sunday,Kolkata,1,Banglore,1,night,night,2480,2,1,13990.0
Air India,March,Sunday,Kolkata,1,Banglore,1,morning,night,2245,2,1,14410.0
Air India,March,Sunday,Kolkata,1,Banglore,1,afternoon,night,1830,2,1,12835.0
Air India,March,Sunday,Kolkata,1,Banglore,1,afternoon,night,1830,2,1,13885.0
Air India,March,Sunday,Kolkata,1,Banglore,1,night,night,1040,3,1,15145.0
Air India,March,Sunday,Kolkata,1,Banglore,1,evening,morning,965,1,0,5567.0
Air India,March,Sunday,Kolkata,1,Banglore,1,afternoon,night,2000,2,1,15292.0
Air India,March,Sunday,Kolkata,1,Banglore,1,night,afternoon,470,2,0,8005.0
Air India,March,Sunday,Kolkata,1,Banglore,1,night,afternoon,1975,2,0,11522.0
Air India,March,Sunday,Kolkata,1,Banglore,1,afternoon,afternoon,1440,1,0,6241.0
Air India,March,Sunday,Mumbai,1,Hyderabad,0,early morning,early morning,80,0,0,2575.0
Air India,March,Sunday,Mumbai,1,Hyderabad,0,afternoon,afternoon,90,0,0,2575.0
Air India,March,Sunday,Mumbai,1,Hyderabad,0,afternoon,afternoon,85,0,0,2050.0
Air India,March,Sunday,Mumbai,1,Hyderabad,0,evening,evening,75,0,0,2575.0
Air India,March,Sunday,Mumbai,1,Hyderabad,0,night,night,80,0,0,2575.0
Air India,April,Wednesday,Banglore,1,Delhi,1,early morning,morning,165,0,0,5228.0
Air India,April,Wednesday,Banglore,1,Delhi,1,morning,afternoon,165,0,0,6121.0
Air India,April,Wednesday,Banglore,1,Delhi,1,afternoon,afternoon,170,0,0,6121.0
Air India,April,Wednesday,Banglore,1,Delhi,1,evening,evening,165,0,0,6121.0
Air India,April,Wednesday,Banglore,1,Delhi,1,night,night,170,0,0,5228.0
Air India,April,Wednesday,Delhi,1,Cochin,1,night,morning,170,0,0,5201.0
Air India,April,Wednesday,Delhi,1,Cochin,1,afternoon,evening,180,0,0,6094.0
Air India,April,Wednesday,Delhi,1,Cochin,1,evening,night,185,0,0,5201.0
Air India,April,Wednesday,Kolkata,1,Banglore,1,afternoon,afternoon,150,0,0,4880.0
Air India,April,Wednesday,Kolkata,1,Banglore,1,evening,night,155,0,0,4145.0
